date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:31:36	119569/119569	U-----	200	untouched ('')	image/jpeg	etag:%221d311-4cdac1d086100%22	http://archiv.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio5.jpg	W:/HTTrack/tdh-murgtal.de/www.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio5.jpg	(from http://archiv.tdh-murgtal.de/aktuelles/2012/11/index.html)
00:31:36	0/-1	---M--	302	error ('')			http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/%22./images.%22/pixel.gif	W:/HTTrack/tdh-murgtal.de/archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/_/images._/pixel.13d9.delayed	(from http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/)
00:31:36	22379/22379	U-----	200	untouched ('')	image/jpeg	etag:%22576b-4cdac1dfc8500%22	http://archiv.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio5_klein.jpg	W:/HTTrack/tdh-murgtal.de/www.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio5_klein.jpg	(from http://archiv.tdh-murgtal.de/aktuelles/2012/11/index.html)
00:31:36	0/-1	---M--	302	error ('')			http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/%22./images.%22/pixel.gif	W:/HTTrack/tdh-murgtal.de/archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/_/images._/pixel.13da.delayed	(from http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/)
00:31:36	24697/24697	U-----	200	untouched ('')	image/jpeg	etag:%226079-4cdab9793f340%22	http://archiv.tdh-murgtal.de/aktuelles/2012/10/img/spende_favorite_kienle_klein.jpg	W:/HTTrack/tdh-murgtal.de/www.tdh-murgtal.de/aktuelles/2012/10/img/spende_favorite_kienle_klein.jpg	(from http://archiv.tdh-murgtal.de/aktuelles/2012/10/index.html)
00:31:36	0/-1	---M--	302	error ('')			http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/%22./images.%22/pixel.gif	W:/HTTrack/tdh-murgtal.de/archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/_/images._/pixel.13db.delayed	(from http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/)
00:31:36	85111/85111	U-----	200	untouched ('')	image/jpeg	etag:%2214c77-4cf7a3439b700%22	http://archiv.tdh-murgtal.de/aktuelles/2012/09/img/lateheroes2.jpg	W:/HTTrack/tdh-murgtal.de/www.tdh-murgtal.de/aktuelles/2012/09/img/lateheroes2.jpg	(from http://archiv.tdh-murgtal.de/aktuelles/2012/09/index.html)
00:31:37	0/-1	---M--	302	error ('')			http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/%22./images.%22/pixel.gif	W:/HTTrack/tdh-murgtal.de/archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/_/images._/pixel.13dc.delayed	(from http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/)
00:31:37	15814/15814	U-----	200	untouched ('')	image/jpeg	etag:%223dc6-4cf7a352ddb00%22	http://archiv.tdh-murgtal.de/aktuelles/2012/09/img/lateheroes2_klein.jpg	W:/HTTrack/tdh-murgtal.de/www.tdh-murgtal.de/aktuelles/2012/09/img/lateheroes2_klein.jpg	(from http://archiv.tdh-murgtal.de/aktuelles/2012/09/index.html)
00:31:37	0/-1	---M--	302	error ('')			http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/%22./images.%22/pixel.gif	W:/HTTrack/tdh-murgtal.de/archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/_/images._/pixel.13dd.delayed	(from http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/)
00:31:37	100573/100573	U-----	200	untouched ('')	image/jpeg	etag:%22188dd-4cf7a32146600%22	http://archiv.tdh-murgtal.de/aktuelles/2012/09/img/darfur.jpg	W:/HTTrack/tdh-murgtal.de/www.tdh-murgtal.de/aktuelles/2012/09/img/darfur.jpg	(from http://archiv.tdh-murgtal.de/aktuelles/2012/09/index.html)
